ProblemName,Algorithm,Alpha,Iterations,FuncValue,Gradient,TimeTaken(s),HessianModified,Solved,Max_Iterations,Time_Limit,Descent_Direction
2_s202.txt,BFGS,0.0100001,10001,nan,-nan,8.6267,0,No,Yes,No,Yes
2_s204.txt,BFGS,0.0100001,4,1.18832e+12,9.21415e+19,0.0193911,0,No,No,No,Yes
2_s205.txt,BFGS,0.0100001,4,1.1061e+23,8.31641e+41,0.00236323,0,No,No,No,Yes
2_s206.txt,BFGS,0.0100001,10001,nan,nan,1.14659,0,No,Yes,No,Yes
2_s207.txt,BFGS,0.0100001,3,6.21806e+06,1.83487e+11,0.000435982,0,No,No,No,Yes
2_s208.txt,BFGS,0.0100001,6,2.98013e+12,1.30312e+21,0.000838198,0,No,No,No,Yes
2_s209.txt,BFGS,0.0100001,5,4.44989e+14,1.52416e+25,0.000734711,0,No,No,No,Yes
2_s210.txt,BFGS,0.0100001,9,6.95796e+17,9.31186e+30,0.00134175,0,No,No,No,Yes
2_s211.txt,BFGS,0.0100001,2,0,5.15122e+32,0.000400985,0,No,No,No,Yes
2_s212.txt,BFGS,0.0100001,2104,1.61086e+06,1.04196e+12,1.2992,0,No,No,No,No
2_s213.txt,BFGS,0.0100001,10001,nan,nan,1.20677,0,No,Yes,No,Yes
2_s214.txt,BFGS,0.0100001,2,41.5736,0.00286508,0.00114308,0,No,No,No,Yes
2_s229.txt,BFGS,0.0100001,7,159.061,479325,0.000935264,0,No,No,No,Yes
2_s274.txt,BFGS,0.0100001,177,1145.62,331.455,0.00958025,0,No,No,No,Yes
2_s290.txt,BFGS,0.0100001,1634,555068,2.22027e+06,0.0622099,0,No,No,No,No
2_s307.txt,BFGS,0.0100001,10001,nan,nan,34.7886,0,No,Yes,No,Yes
2_s309.txt,BFGS,0.0100001,10001,-nan,nan,1.29043,0,No,Yes,No,Yes
2_s311.txt,BFGS,0.0100001,2537,7.61307e-06,0.000993241,0.710864,0,Yes,No,No,No
2_s312.txt,BFGS,0.0100001,2426,45536.8,3.4301e+08,1.46787,0,No,No,No,No
2_s328.txt,BFGS,0.0100001,271,1.74468,0.000990767,0.164484,0,Yes,No,No,No
2_s332.txt,BFGS,0.0100001,819,24.8298,0.000994512,0.17708,0,Yes,No,No,No
2_s386.txt,BFGS,0.0100001,1630,236.648,3786.37,0.103878,0,No,No,No,No
2_sim2bqp.txt,BFGS,0.0100001,439,-0.124876,0.000984365,0.0296071,0,Yes,No,No,No
2_simbqp.txt,BFGS,0.0100001,866,-0.130867,0.144236,0.081815,0,No,No,No,No
2_sisser.txt,BFGS,0.0100001,81,1.17818e+10,3.63712e+16,0.0107684,0,No,No,No,Yes
2_st_e39.txt,BFGS,0.0100001,1,0,1.30259e-16,0.000781009,0,Yes,No,No,No
2_stattools.txt,BFGS,0.0100001,10001,-nan,nan,29.7715,0,No,Yes,No,Yes
2_tame.txt,BFGS,0.0100001,6,-0,0,0.000859098,0,Yes,No,No,Yes
2_tre.txt,BFGS,0.0100001,702,0.000105846,0.000997075,0.0671075,0,Yes,No,No,No
2_zangwil2.txt,BFGS,0.0100001,1619,1207.06,4901.03,0.168367,0,No,No,No,No
3_Hartman3.txt,BFGS,0.0100001,3,-0.045132,0.432489,0.00706307,0,No,No,No,Yes
3_MeyerRoth.txt,BFGS,0.0100001,42,32.7148,502.931,0.158678,0,No,No,No,Yes
3_bard.txt,BFGS,0.0100001,15,2.68974e+06,1.61384e+08,0.13759,0,No,No,No,Yes
3_box2.txt,BFGS,0.0100001,465,0.000815103,0.000999822,2.9917,0,Yes,No,No,No
3_box3.txt,BFGS,0.0100001,10001,-nan,-nan,58.8377,0,No,Yes,No,Yes
3_concha5.txt,BFGS,0.0100001,10001,-nan,nan,2.29843,0,No,Yes,No,Yes
3_concha5a.txt,BFGS,0.0100001,38,1.85694e+09,5.71198e+15,0.0101375,0,No,No,No,Yes
3_denschnd.txt,BFGS,0.0100001,5343,8.57917e+06,1.72581e+11,8.57736,0,No,No,No,Yes
3_denschne.txt,BFGS,0.0100001,10001,-nan,nan,1.83108,0,No,Yes,No,Yes
3_draperg.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_draperj.txt,BFGS,0.0100001,10001,-nan,nan,123.08,0,No,Yes,No,Yes
3_engval2.txt,BFGS,0.0100001,601,2.42968e+11,1.88647e+20,1.22381,0,No,No,No,Yes
3_fermat2_vareps.txt,BFGS,0.0100001,193,2143.96,8.97256,0.268711,0,No,No,No,Yes
3_fermat_vareps.txt,BFGS,0.0100001,201,1626.89,8.95888,0.271638,0,No,No,No,Yes
3_gulf.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_hatfldd.txt,BFGS,0.0100001,1,0,6.58199e-55,0.00956707,0,Yes,No,No,No
3_hatflde.txt,BFGS,0.0100001,10001,-nan,nan,66.2627,0,No,Yes,No,Yes
3_model3.txt,BFGS,0.0100001,3,311454,3.13456e+07,2.48822,0,No,No,No,Yes
3_model4.txt,BFGS,0.0100001,1395,70876.2,1.77897e+08,6.8425,0,No,No,No,No
3_model5.txt,BFGS,0.0100001,4,1.93357e+09,3.30047e+10,0.0383271,0,No,No,No,Yes
3_model23.txt,BFGS,0.0100001,10001,nan,-nan,1532.45,0,No,Yes,No,Yes
3_model24.txt,BFGS,0.0100001,10001,-nan,nan,339.52,0,No,Yes,No,Yes
3_model31.txt,BFGS,0.0100001,2,0,1.56978e+06,0.00703382,0,No,No,No,Yes
3_model32.txt,BFGS,0.0100001,10001,-nan,nan,158.985,0,No,Yes,No,Yes
3_model33.txt,BFGS,0.0100001,10001,-nan,nan,283.927,0,No,Yes,No,Yes
3_model42.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_model45.txt,BFGS,0.0100001,10001,nan,nan,42.9477,0,No,Yes,No,Yes
3_pfit1.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit1ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit2.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit2ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit3.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit3ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit4.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_pfit4ls.txt,Error in Ibex Function Syntax,0,0,0,0,0,0,No,No,Yes,No
3_prob09.txt,BFGS,0.0100001,10001,-nan,1,0.185412,0,No,Yes,No,Yes
3_ratkbates.txt,BFGS,0.0100001,2,3.93501e+09,1.61098e+11,0.0137437,0,No,No,No,Yes
3_s240.txt,BFGS,0.0100001,537,451.552,3761.11,0.10487,0,No,No,No,Yes
3_s242.txt,BFGS,0.0100001,116,0.104774,0.376681,0.682848,0,No,No,No,Yes
3_s244.txt,BFGS,0.0100001,127,0.672569,0.296329,0.199769,0,No,No,No,Yes
3_s245.txt,BFGS,0.0100001,10001,-nan,-nan,57.3424,0,No,Yes,No,Yes
3_s246.txt,BFGS,0.0100001,6,2.03923e+12,2.54158e+20,0.00249287,0,No,No,No,Yes
3_s333.txt,BFGS,0.0100001,10001,-nan,nan,34.9737,0,No,Yes,No,Yes
3_s334.txt,BFGS,0.0100001,10001,nan,-nan,85.666,0,No,Yes,No,Yes
3_st_cqpjk2.txt,BFGS,0.0100001,554,-12.4999,0.000989721,0.0597466,0,Yes,No,No,No
3_tranter2.txt,BFGS,0.0100001,5,754281,2.1187e+14,0.00183929,0,No,No,No,Yes
3_zhenglog.txt,BFGS,0.0100001,996,4648.07,0.00099175,4.93212,0,Yes,No,No,No
4_Neumaier2.txt,BFGS,0.0100001,5,15312.3,3653.73,0.0188732,0,No,No,No,Yes
4_PowellQ.txt,BFGS,0.0100001,4,7756.32,3.01835e+07,0.0014874,0,No,No,No,Yes
4_Shekel7.txt,BFGS,0.0100001,2,-0.117016,0.000909013,0.0135366,0,Yes,No,No,Yes
4_Shekel10.txt,BFGS,0.0100001,2,-0.278326,0.00594304,0.0232919,0,No,No,No,Yes
4_Wood.txt,BFGS,0.0100001,4,66732.9,1.82739e+09,0.00490066,0,No,No,No,Yes
4_brownden.txt,BFGS,0.0100001,349,1.17838e+13,3.48335e+21,9.86601,0,No,No,No,Yes
4_hatflda.txt,BFGS,0.0100001,10001,nan,nan,9.3363,0,No,Yes,No,Yes
4_hatfldb.txt,BFGS,0.0100001,10001,nan,nan,168.563,0,No,Yes,No,Yes
4_hatfldc.txt,BFGS,0.0100001,10001,-nan,-nan,3.75642,0,No,Yes,No,Yes
4_hs038.txt,BFGS,0.0100001,461,1.03207e+12,1.54671e+20,0.202812,0,No,No,No,Yes
4_kowalik.txt,BFGS,0.0100001,7,0.526183,75.0572,0.0839081,0,No,No,No,Yes
4_model16.txt,BFGS,0.0100001,34,0.0216228,0.00165842,0.404489,0,No,No,No,Yes
4_palmer5d.txt,BFGS,0.0100001,837,1.81497e+06,2.88518e+07,0.398449,0,No,No,No,Yes
4_powell.txt,BFGS,0.0100001,4,2430.87,3.93964e+06,0.00175725,0,No,No,No,Yes
4_pspdoc.txt,BFGS,0.0100001,1411,236.516,1.03531,1.19713,0,No,No,No,No
4_s255.txt,BFGS,0.0100001,10001,-nan,nan,2.03862,0,No,Yes,No,Yes
4_s256.txt,BFGS,0.0100001,1522,1.43525e+07,4.27616e+09,0.606152,0,No,No,No,Yes
4_s257.txt,BFGS,0.0100001,699,1.25295e+12,2.01617e+20,0.296761,0,No,No,No,Yes
4_s258.txt,BFGS,0.0100001,5,3.8687e+13,2.91032e+22,0.00248515,0,No,No,No,Yes
4_s259.txt,BFGS,0.0100001,6,8.00795e+12,3.27408e+21,0.00286192,0,No,No,No,Yes
4_s260.txt,BFGS,0.0100001,1308,3.51828e+07,2.79941e+10,0.556398,0,No,No,No,Yes
4_s275.txt,BFGS,0.0100001,194,337771,741281,0.0810401,0,No,No,No,Yes
4_s352.txt,BFGS,0.0100001,2,8.93602e+07,3.44651e+10,0.00195727,0,No,No,No,Yes
4_shekel.txt,BFGS,0.0100001,1,0,0.000835099,0.004161,0,Yes,No,No,No
4_weibull3.txt,BFGS,0.0100001,10001,-nan,-nan,74.8104,0,No,Yes,No,Yes
5_Shekelfox5.txt,BFGS,0.0100001,4,-0.708198,0.00672057,0.326303,0,No,No,No,Yes
5_hs045.txt,BFGS,0.0100001,1,0,8.59425e-07,0.000523739,0,Yes,No,No,No
5_model18.txt,BFGS,0.0100001,10001,nan,-nan,1515.25,0,No,Yes,No,Yes
5_osborne1.txt,BFGS,0.0100001,10001,nan,-nan,1823.75,0,No,Yes,No,Yes
